pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP046087.1,100.000,674,0,0,42,715,910768,910095,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP036485.1,100.000,674,0,0,42,715,878955,878282,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP033477.1,100.000,674,0,0,42,715,872028,871355,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP033494.1,100.000,674,0,0,42,715,860629,859956,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP029160.1,100.000,674,0,0,42,715,9954961,9954288,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP026294.1,100.000,674,0,0,42,715,884729,884056,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP022972.1,100.000,674,0,0,42,715,920058,919385,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP020129.1,100.000,674,0,0,42,715,884735,884062,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP005266.2,100.000,674,0,0,42,715,852836,852163,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP008021.1,100.000,674,0,0,42,715,884104,883431,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP007868.1,100.000,674,0,0,42,715,884106,883433,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP005275.2,100.000,674,0,0,42,715,849231,848558,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP014738.1,100.000,674,0,0,42,715,868699,868026,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,CP011553.1,100.000,674,0,0,42,715,878429,877756,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232333.1,100.000,674,0,0,42,715,1611,2284,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232332.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232331.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232330.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232329.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232328.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232327.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232326.1,100.000,674,0,0,42,715,527,1200,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232324.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232323.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232322.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232321.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232320.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232319.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232318.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232317.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232315.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232314.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232312.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232311.1,100.000,674,0,0,42,715,577,1250,0.0,1245
pFC8_tac_T1T2_Vrmix#3_10_pFC8tac_tac_promoter_Primer_2_,KR232310.1,100.000,674,0,0,42,715,577,1250,0.0,1245
